Fr, 19.08.;Ficken;14:00;15:00;NANOWAR OF STEEL;power metal;IT;2003
Fr, 19.08.;Ficken;15:30;16:00;THE OKLAHOMA KID;metalcore;;
Fr, 19.08.;Ficken;16:30;17:00;RESOLVE;metalcore;;
Fr, 19.08.;Ficken;17:30;18:00;AVIANA;melodic metalcore, metalcore;;
Fr, 19.08.;Ficken;18:30;19:00;VENUES;metalcore, post-hardcore;DE;2015
Fr, 19.08.;Ficken;21:00;01:30;Ficken Disco;;;
Fr, 19.08.;Main;01:00;02:00;LORD OF THE LOST;gothic metal;DE;2007
Fr, 19.08.;Main;12:00;12:40;BLOODYWOOD;folk metal, nu metal;IN;2016
Fr, 19.08.;Main;12:55;13:35;LORNA SHORE;deathcore;US;2010
Fr, 19.08.;Main;13:50;14:35;COMEBACK KID;melodic hardcore, hardcore punk;CA;2001
Fr, 19.08.;Main;15:00;15:45;ORDEN OGAN;power metal;DE;1996
Fr, 19.08.;Main;16:10;17:10;EMIL BULLS;alternative rock;DE;1995
Fr, 19.08.;Main;17:40;18:40;HÄMATOM;neue deutsche härte, groove metal;DE;2004
Fr, 19.08.;Main;19:10;20:30;ALESTORM;power metal;GB;2004
Fr, 19.08.;Main;21:15;22:45;WITHIN TEMPTATION;symphonic metal, gothic metal;NL;1996
Fr, 19.08.;Main;23:25;00:35;AMORPHIS;melodic death metal;FI;1990
Fr, 19.08.;T;00:20;01:20;ANY GIVEN DAY;metalcore;DE;2012
Fr, 19.08.;T;02:15;03:00;VOLA;djent;DK;2006
Fr, 19.08.;T;11:30;12:15;DEBAUCHERY;death metal;DE;2003
Fr, 19.08.;T;12:55;13:40;VENDED;alternative metal, post-grunge, nu metal;;
Fr, 19.08.;T;14:20;15:05;LANDMVRKS;metalcore;FR;2014
Fr, 19.08.;T;15:45;16:30;BENIGHTED;deathgrind, brutal death metal;FR;1998
Fr, 19.08.;T;17:10;17:55;PARASITE INC.;melodic death metal;DE;2007
Fr, 19.08.;T;18:35;19:35;NAPALM DEATH;grindcore, death metal;GB;1981
Fr, 19.08.;T;20:30;21:30;JINJER;progressive metalcore, djent;UA;2009
Fr, 19.08.;T;22:25;23:25;INSOMNIUM;melodic death metal;FI;1997
Fr, 19.08.;Wera;01:25;02:10;HANGMAN’S CHAIR;gothic/doom metal;;
Fr, 19.08.;Wera;12:20;12:50;MISSION IN BLACK;hardcore punk;;
Fr, 19.08.;Wera;13:45;14:15;SLOPE;hardcore punk;;
Fr, 19.08.;Wera;15:10;15:40;VULTURE;thrash metal;DE;2015
Fr, 19.08.;Wera;16:35;17:05;DISTANT;deathcore;;
Fr, 19.08.;Wera;18:00;18:30;DJERV;alternative rock;;
Fr, 19.08.;Wera;19:40;20:25;CYTOTOXIN;technical death metal, brutal death metal;DE;2010
Fr, 19.08.;Wera;21:35;22:20;SPACE CHASER;thrash metal;DE;2011
Fr, 19.08.;Wera;23:30;00:15;ANGELUS APATRIDA;thrash metal;ES;2000
Sa, 20.08.;Ficken;14:00;15:00;RANDALE;;DE;2004
Sa, 20.08.;Ficken;15:30;16:00;KNOGJÄRN;hard rock, beer rock;;
Sa, 20.08.;Ficken;16:30;17:00;STORM;folk metal;;
Sa, 20.08.;Ficken;17:30;18:00;FIXATION;post-screamo, metalcore;;
Sa, 20.08.;Ficken;18:30;19:00;NAVIAN;post-screamo, metalcore;;
Sa, 20.08.;Ficken;21:00;01:30;Ficken Disco;;;
Sa, 20.08.;Main;01:00;02:00;DARK FUNERAL;black metal;SE;1993
Sa, 20.08.;Main;12:00;12:40;INFECTED RAIN;nu metal;;
Sa, 20.08.;Main;12:55;13:35;NEKROGOBLIKON;folk metal;US;2006
Sa, 20.08.;Main;13:50;14:35;BRAINSTORM;power metal, p-funk;DE;1989
Sa, 20.08.;Main;15:00;15:45;FIDDLER'S GREEN;folk punk, folk rock, celtic rock;DE;1990
Sa, 20.08.;Main;16:10;17:10;J.B.O.;parody, heavy metal;DE;1989
Sa, 20.08.;Main;17:40;18:40;BURY TOMORROW;melodic metalcore;GB;2006
Sa, 20.08.;Main;19:10;20:30;BLIND GUARDIAN;speed metal, power metal;DE;1984
Sa, 20.08.;Main;21:15;22:45;HEAVEN SHALL BURN;melodic death metal, metalcore;DE;1995
Sa, 20.08.;Main;23:25;00:35;HYPOCRISY;melodic death metal, death metal;SE;1990
Sa, 20.08.;T;00:20;01:20;CYPECORE;melodic death metal;;
Sa, 20.08.;T;02:15;03:00;IGORRR;breakcore;FR;2005
Sa, 20.08.;T;11:30;12:15;CRISIX;thrash metal, crossover thrash;;
Sa, 20.08.;T;12:55;13:40;BROTHERS OF METAL;power metal, heavy metal;SE;2012
Sa, 20.08.;T;14:20;15:05;ANALEPSY;slam/brutal death metal, deathcore;;
Sa, 20.08.;T;15:45;16:30;AVATARIUM;doom metal;SE;2012
Sa, 20.08.;T;17:10;17:55;PRIMAL FEAR;power metal;DE;1997
Sa, 20.08.;T;18:35;19:35;BENEDICTION;death metal;GB;1989
Sa, 20.08.;T;20:30;21:30;IGNITE;melodic hardcore;US;1993
Sa, 20.08.;T;22:25;23:25;COMBICHRIST;aggrotech, industrial metal;US;2003
Sa, 20.08.;Wera;01:25;02:10;HAMMER KING;heavy metal;;
Sa, 20.08.;Wera;12:20;12:50;DEFOCUS;progressive metalcore;;
Sa, 20.08.;Wera;13:45;14:15;SKYEYE;hardcore punk;;
Sa, 20.08.;Wera;15:10;15:40;TEMPTATIONS FOR THE WEAK;death 'n' roll;;
Sa, 20.08.;Wera;16:35;17:05;ACRANIUS;slam death metal, deathcore;;
Sa, 20.08.;Wera;18:00;18:30;LÜT;pop rap;;
Sa, 20.08.;Wera;19:40;20:25;LIK;black metal, swedish death metal;SE;2014
Sa, 20.08.;Wera;21:35;22:20;AGRYPNIE;black metal, blackgaze;;
Sa, 20.08.;Wera;23:30;00:15;BORN FROM PAIN;hardcore punk;NL;1997
